change_id,package,version,pr_time,current,det_covering_prePR,det_covering_any,det_p3,verdict
Jibby-Games/Game-Server-Manager#18::requirements.txt::annotated-types::version_change,annotated-types,0.7.0,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::anyio::version_change,anyio,4.8.0,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::certifi::version_change,certifi,2024.12.14,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::charset-normalizer::version_change,charset-normalizer,3.4.1,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::click::version_change,click,8.1.8,2025-10-17T23:31:39Z,NONE,,PYSEC-2026-2132,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::docker::version_change,docker,7.1.0,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::fastapi::version_change,fastapi,0.115.6,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::h11::version_change,h11,0.14.0,2025-10-17T23:31:39Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-vqfr-h8mv-ghfj,GHSA-vqfr-h8mv-ghfj;PYSEC-2026-348,True,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::httptools::add,httptools,0.7.1,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::idna::version_change,idna,3.10,2025-10-17T23:31:39Z,NONE,,GHSA-65pc-fj4g-8rjx;PYSEC-2026-215,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::pydantic::version_change,pydantic,2.10.5,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::pydantic-core::version_change,pydantic-core,2.27.2,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::python-dotenv::version_change,python-dotenv,1.0.1,2025-10-17T23:31:39Z,NONE,,GHSA-mf9w-mj56-hr94;PYSEC-2026-2270,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::pyyaml::add,pyyaml,6.0.3,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::requests::version_change,requests,2.32.3,2025-10-17T23:31:39Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-9hjg-9r4m-mvj7,GHSA-9hjg-9r4m-mvj7;GHSA-gc5v-m9x4-r6x2;PYSEC-2026-1872,True,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::semantic-version::version_change,semantic-version,2.10.0,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::sniffio::version_change,sniffio,1.3.1,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::starlette::version_change,starlette,0.41.3,2025-10-17T23:31:39Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-2c2j-9gv5-cj73,GHSA-2c2j-9gv5-cj73;GHSA-7f5h-v6xp-fcq8;GHSA-82w8-qh3p-5jfq,True,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::typing-extensions::version_change,typing-extensions,4.12.2,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::urllib3::version_change,urllib3,2.3.0,2025-10-17T23:31:39Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-48p4-8xcf-vxj5;GHSA-pq67-6m6q-mj2v,GHSA-2xpw-w6gg-jr37;GHSA-38jv-5279-wg99;GHSA-48p4-8xcf-vxj5,True,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::uvicorn::version_change,uvicorn,0.34.0,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::uvloop::add,uvloop,0.22.1,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::watchfiles::add,watchfiles,1.1.1,2025-10-17T23:31:39Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#18::requirements.txt::websockets::add,websockets,15.0.1,2025-10-17T23:31:39Z,NONE,,,False,same
rclement/lab#81::pyproject.toml::jupyterlab-language-pack-fr-fr::add,jupyterlab-language-pack-fr-fr,4.5.post1,2026-02-23T15:56:23Z,NONE,,,False,same
rclement/lab#81::pyproject.toml::jupyterlab-tour::add,jupyterlab-tour,4.0.1,2026-02-23T15:56:23Z,NONE,,,False,same
rclement/lab#81::pyproject.toml::jupyterlab-webrtc-docprovider::add,jupyterlab-webrtc-docprovider,0.1.1,2026-02-23T15:56:23Z,NONE,,,False,same
rclement/lab#81::pyproject.toml::jupyterlite::add,jupyterlite,0.7.2,2026-02-23T15:56:23Z,NONE,,,False,same
rclement/lab#81::pyproject.toml::pandas::add,pandas,3.0.1,2026-02-23T15:56:23Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::annotated-types::version_change,annotated-types,0.7.0,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::anyio::version_change,anyio,4.11.0,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::certifi::version_change,certifi,2025.10.5,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::charset-normalizer::version_change,charset-normalizer,3.4.4,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::click::version_change,click,8.3.0,2025-10-17T23:29:28Z,NONE,,PYSEC-2026-2132,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::docker::version_change,docker,7.1.0,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::fastapi::version_change,fastapi,0.119.0,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::h11::version_change,h11,0.16.0,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::httptools::add,httptools,0.7.1,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::idna::version_change,idna,3.11,2025-10-17T23:29:28Z,NONE,,GHSA-65pc-fj4g-8rjx;PYSEC-2026-215,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::pydantic::version_change,pydantic,2.12.3,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::pydantic-core::version_change,pydantic-core,2.41.4,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::python-dotenv::version_change,python-dotenv,1.1.1,2025-10-17T23:29:28Z,NONE,,GHSA-mf9w-mj56-hr94;PYSEC-2026-2270,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::pyyaml::add,pyyaml,6.0.3,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::requests::version_change,requests,2.32.5,2025-10-17T23:29:28Z,NONE,,GHSA-gc5v-m9x4-r6x2;PYSEC-2026-2275,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::semantic-version::version_change,semantic-version,2.10.0,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::sniffio::version_change,sniffio,1.3.1,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::starlette::version_change,starlette,0.48.0,2025-10-17T23:29:28Z,NONE,,GHSA-7f5h-v6xp-fcq8;GHSA-82w8-qh3p-5jfq;GHSA-86qp-5c8j-p5mr,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::typing-extensions::version_change,typing-extensions,4.15.0,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::typing-inspection::add,typing-inspection,0.4.2,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::urllib3::version_change,urllib3,2.5.0,2025-10-17T23:29:28Z,NONE,,GHSA-2xpw-w6gg-jr37;GHSA-38jv-5279-wg99;GHSA-gm62-xv2j-4w53,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::uvicorn::version_change,uvicorn,0.37.0,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::uvloop::add,uvloop,0.22.1,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::watchfiles::add,watchfiles,1.1.1,2025-10-17T23:29:28Z,NONE,,,False,same
Jibby-Games/Game-Server-Manager#17::requirements.txt::websockets::add,websockets,15.0.1,2025-10-17T23:29:28Z,NONE,,,False,same
space0032/SynapseCityOs#6::prediction-engine/requirements.txt::fastapi::add,fastapi,0.116.0,2026-05-12T12:01:49Z,NONE,,,False,same
space0032/SynapseCityOs#6::prediction-engine/requirements.txt::uvicorn::add,uvicorn,0.35.0,2026-05-12T12:01:49Z,NONE,,,False,same
space0032/SynapseCityOs#6::prediction-engine/requirements.txt::httpx::add,httpx,0.27.2,2026-05-12T12:01:49Z,NONE,,,False,same
space0032/SynapseCityOs#6::prediction-engine/requirements.txt::scikit-learn::add,scikit-learn,1.5.1,2026-05-12T12:01:49Z,NONE,,,False,same
space0032/SynapseCityOs#6::prediction-engine/requirements.txt::influxdb-client::add,influxdb-client,1.46.0,2026-05-12T12:01:49Z,NONE,,,False,same
Dootrix/ai-book-reader#5::backend/requirements.txt::fastapi::add,fastapi,0.104.1,2025-10-02T14:54:43Z,P3_DIRECT_KNOWN_VULNERABILITY,PYSEC-2024-38,PYSEC-2024-38,True,same
Dootrix/ai-book-reader#5::backend/requirements.txt::uvicorn::add,uvicorn,0.24.0,2025-10-02T14:54:43Z,NONE,,,False,same
Dootrix/ai-book-reader#5::backend/requirements.txt::sqlalchemy::add,sqlalchemy,2.0.23,2025-10-02T14:54:43Z,NONE,,,False,same
Dootrix/ai-book-reader#5::backend/requirements.txt::pydantic::add,pydantic,2.5.0,2025-10-02T14:54:43Z,NONE,,,False,same
Dootrix/ai-book-reader#5::backend/requirements.txt::python-multipart::add,python-multipart,0.0.6,2025-10-02T14:54:43Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-2jv5-9r88-3w3p;GHSA-59g5-xgcq-4qw3,GHSA-2jv5-9r88-3w3p;GHSA-59g5-xgcq-4qw3;GHSA-5rvq-cxj2-64vf,True,same
Dootrix/ai-book-reader#5::backend/requirements.txt::httpx::add,httpx,0.25.2,2025-10-02T14:54:43Z,NONE,,,False,same
tenstorrent/tt-studio#546::app/backend/requirements.txt::django::version_change,Django,5.1.14,2025-11-20T22:24:14Z,NONE,,GHSA-rqw2-ghq9-44m7;GHSA-vrcr-9hj9-jcg6;PYSEC-2025-104,False,same
CraigS2/SpeciesNet#13::requirements.txt::bleach::version_change,bleach,6.2.0,2026-02-13T10:42:15Z,NONE,,GHSA-8rfp-98v4-mmr6;GHSA-gj48-438w-jh9v,False,same
CraigS2/SpeciesNet#13::requirements.txt::beautifulsoup4::add,beautifulsoup4,4.12.3,2026-02-13T10:42:15Z,NONE,,,False,same
CraigS2/SpeciesNet#13::requirements.txt::lxml::add,lxml,5.3.0,2026-02-13T10:42:15Z,NONE,,GHSA-vfmq-68hx-4jfw;PYSEC-2026-87,False,same
CraigS2/SpeciesNet#13::requirements.txt::requests::add,requests,2.32.3,2026-02-13T10:42:15Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-9hjg-9r4m-mvj7,GHSA-9hjg-9r4m-mvj7;GHSA-gc5v-m9x4-r6x2;PYSEC-2026-1872,True,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::fastapi::version_change,fastapi,0.110.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::uvicorn::version_change,uvicorn,0.25.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::starlette::version_change,starlette,0.37.2,2026-02-06T17:18:12Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-2c2j-9gv5-cj73;GHSA-f96h-pmfr-66vw,GHSA-2c2j-9gv5-cj73;GHSA-82w8-qh3p-5jfq;GHSA-86qp-5c8j-p5mr,True,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::python-multipart::version_change,python-multipart,0.0.22,2026-02-06T17:18:12Z,NONE,,GHSA-5rvq-cxj2-64vf;GHSA-6jv3-5f52-599m;GHSA-mj87-hwqh-73pj,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::httpx::version_change,httpx,0.28.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::httpcore::version_change,httpcore,1.0.9,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::motor::version_change,motor,3.3.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::pymongo::version_change,pymongo,4.5.0,2026-02-06T17:18:12Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-m87m-mmvp-v9qm,GHSA-m87m-mmvp-v9qm;PYSEC-2026-1826,True,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::dnspython::version_change,dnspython,2.8.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::pydantic::version_change,pydantic,2.12.5,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::pydantic-settings::version_change,pydantic-settings,2.12.0,2026-02-06T17:18:12Z,NONE,,GHSA-4xgf-cpjx-pc3j,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::pydantic-core::version_change,pydantic_core,2.41.5,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::python-dotenv::version_change,python-dotenv,1.2.1,2026-02-06T17:18:12Z,NONE,,GHSA-mf9w-mj56-hr94;PYSEC-2026-2270,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::pyjwt::version_change,PyJWT,2.11.0,2026-02-06T17:18:12Z,NONE,,GHSA-752w-5fwx-jx9f;GHSA-993g-76c3-p5m4;GHSA-fhv5-28vv-h8m8,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::python-jose::version_change,python-jose,3.5.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::passlib::version_change,passlib,1.7.4,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::cryptography::version_change,cryptography,46.0.4,2026-02-06T17:18:12Z,P3_DIRECT_KNOWN_VULNERABILITY,,GHSA-537c-gmf6-5ccf;GHSA-m959-cc7f-wv43;GHSA-p423-j2cm-9vmq,False,FP(P3->NONE)
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::python-dateutil::version_change,python-dateutil,2.9.0.post0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::tzdata::version_change,tzdata,2025.3,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::tzlocal::version_change,tzlocal,5.3.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::annotated-types::version_change,annotated-types,0.7.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::anyio::version_change,anyio,4.12.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::sniffio::version_change,sniffio,1.3.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::typing-extensions::version_change,typing_extensions,4.15.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::urllib3::version_change,urllib3,2.6.3,2026-02-06T17:18:12Z,NONE,,GHSA-mf9v-mfxr-j63j;GHSA-qccp-gfcp-xxvc;PYSEC-2026-141,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::aiofiles::version_change,aiofiles,25.1.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::aiohappyeyeballs::version_change,aiohappyeyeballs,2.6.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::aiohttp::version_change,aiohttp,3.13.3,2026-02-06T17:18:12Z,NONE,,GHSA-2fqr-mr3j-6wp8;GHSA-2vrm-gr82-f7m5;GHSA-3wq7-rqq7-wx6j,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::aiosignal::version_change,aiosignal,1.4.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::attrs::version_change,attrs,25.4.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::frozenlist::version_change,frozenlist,1.8.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::yarl::version_change,yarl,1.22.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::six::version_change,six,1.17.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::fastapi::version_change,fastapi,0.110.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::uvicorn::version_change,uvicorn,0.25.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::starlette::version_change,starlette,0.37.2,2026-02-06T17:18:12Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-2c2j-9gv5-cj73;GHSA-f96h-pmfr-66vw,GHSA-2c2j-9gv5-cj73;GHSA-82w8-qh3p-5jfq;GHSA-86qp-5c8j-p5mr,True,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::python-multipart::version_change,python-multipart,0.0.22,2026-02-06T17:18:12Z,NONE,,GHSA-5rvq-cxj2-64vf;GHSA-6jv3-5f52-599m;GHSA-mj87-hwqh-73pj,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::httpx::version_change,httpx,0.28.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::httpcore::version_change,httpcore,1.0.9,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::motor::version_change,motor,3.3.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::pymongo::version_change,pymongo,4.5.0,2026-02-06T17:18:12Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-m87m-mmvp-v9qm,GHSA-m87m-mmvp-v9qm;PYSEC-2026-1826,True,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::dnspython::version_change,dnspython,2.8.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::pydantic::version_change,pydantic,2.12.5,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::pydantic-settings::version_change,pydantic-settings,2.12.0,2026-02-06T17:18:12Z,NONE,,GHSA-4xgf-cpjx-pc3j,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::pydantic-core::version_change,pydantic_core,2.41.5,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::python-dotenv::version_change,python-dotenv,1.2.1,2026-02-06T17:18:12Z,NONE,,GHSA-mf9w-mj56-hr94;PYSEC-2026-2270,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::pyjwt::version_change,PyJWT,2.11.0,2026-02-06T17:18:12Z,NONE,,GHSA-752w-5fwx-jx9f;GHSA-993g-76c3-p5m4;GHSA-fhv5-28vv-h8m8,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::python-jose::version_change,python-jose,3.5.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::passlib::version_change,passlib,1.7.4,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::cryptography::version_change,cryptography,46.0.4,2026-02-06T17:18:12Z,P3_DIRECT_KNOWN_VULNERABILITY,,GHSA-537c-gmf6-5ccf;GHSA-m959-cc7f-wv43;GHSA-p423-j2cm-9vmq,False,FP(P3->NONE)
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::python-dateutil::version_change,python-dateutil,2.9.0.post0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::tzdata::version_change,tzdata,2025.3,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::tzlocal::version_change,tzlocal,5.3.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::annotated-types::version_change,annotated-types,0.7.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::anyio::version_change,anyio,4.12.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::sniffio::version_change,sniffio,1.3.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::typing-extensions::version_change,typing_extensions,4.15.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::urllib3::version_change,urllib3,2.6.3,2026-02-06T17:18:12Z,NONE,,GHSA-mf9v-mfxr-j63j;GHSA-qccp-gfcp-xxvc;PYSEC-2026-141,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::aiofiles::version_change,aiofiles,25.1.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::aiohappyeyeballs::version_change,aiohappyeyeballs,2.6.1,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::aiohttp::version_change,aiohttp,3.13.3,2026-02-06T17:18:12Z,NONE,,GHSA-2fqr-mr3j-6wp8;GHSA-2vrm-gr82-f7m5;GHSA-3wq7-rqq7-wx6j,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::aiosignal::version_change,aiosignal,1.4.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::attrs::version_change,attrs,25.4.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::frozenlist::version_change,frozenlist,1.8.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::yarl::version_change,yarl,1.22.0,2026-02-06T17:18:12Z,NONE,,,False,same
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::six::version_change,six,1.17.0,2026-02-06T17:18:12Z,NONE,,,False,same
filipeborato/iClient-Test#64::requirements.txt::django::version_change,Django,4.2.27,2026-01-07T13:56:51Z,NONE,,GHSA-2mcm-79hx-8fxw;GHSA-33mw-q7rj-mjwj;GHSA-4rrr-2h4v-f3j9,False,same
NPGrant81/fantasy-football-pi#71::backend/requirements.txt::jinja2::add,Jinja2,3.1.2,2026-02-28T16:14:59Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-cpwx-vrp4-4pq7;GHSA-gmj6-6f8f-6699;GHSA-h5c8-rqwp-cp95,GHSA-cpwx-vrp4-4pq7;GHSA-gmj6-6f8f-6699;GHSA-h5c8-rqwp-cp95,True,same
carmelolg/markov-chain-example#12::requirements.txt::html-sanitizer::version_change,html-sanitizer,2.6.0,2026-02-08T21:22:23Z,NONE,,,False,same
carmelolg/markov-chain-example#12::requirements.txt::nicegui::version_change,nicegui,3.7.1,2026-02-08T21:22:23Z,NONE,,GHSA-78qv-3mpx-9cqq;GHSA-jfrm-rx66-g536;GHSA-pq7c-x8g4-rvp6,False,same
carmelolg/markov-chain-example#12::requirements.txt::python-dotenv::version_change,python-dotenv,1.2.1,2026-02-08T21:22:23Z,NONE,,GHSA-mf9w-mj56-hr94;PYSEC-2026-2270,False,same
carmelolg/generative-ai-agent-example#2::requirements.txt::requests::version_change,requests,2.32.5,2026-02-08T21:20:19Z,NONE,,GHSA-gc5v-m9x4-r6x2;PYSEC-2026-2275,False,same
carmelolg/generative-ai-agent-example#2::requirements.txt::html-sanitizer::version_change,html-sanitizer,2.6.0,2026-02-08T21:20:19Z,NONE,,,False,same
carmelolg/generative-ai-agent-example#2::requirements.txt::nicegui::version_change,nicegui,3.7.1,2026-02-08T21:20:19Z,NONE,,GHSA-78qv-3mpx-9cqq;GHSA-jfrm-rx66-g536;GHSA-pq7c-x8g4-rvp6,False,same
AlexDeMichieli/Quartz#48::requirements.txt::asgiref::version_change,asgiref,3.2.10,2025-10-03T14:08:25Z,NONE,,,False,same
AlexDeMichieli/Quartz#48::requirements.txt::django::version_change,Django,3.1.13,2025-10-03T14:08:25Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-6w2r-r2m5-xq5w;GHSA-7xr5-9hcq-chf9;GHSA-8x94-hmjh-97hq,GHSA-6w2r-r2m5-xq5w;GHSA-7xr5-9hcq-chf9;GHSA-8x94-hmjh-97hq,True,same
AlexDeMichieli/Quartz#48::requirements.txt::pillow::version_change,Pillow,10.2.0,2025-10-03T14:08:25Z,P3_DIRECT_KNOWN_VULNERABILITY,GHSA-44wm-f244-xhp3,GHSA-44wm-f244-xhp3;GHSA-r73j-pqj5-w3x7;GHSA-wjx4-4jcj-g98j,True,same
Njine/LegalEase#12::LegalEase/requirements-dev.txt::coverage::add,coverage,7.6.9,2025-11-12T08:41:47Z,NONE,,,False,same
Njine/LegalEase#12::LegalEase/requirements-dev.txt::flake8::add,flake8,7.1.1,2025-11-12T08:41:47Z,NONE,,,False,same
Njine/LegalEase#12::LegalEase/requirements-dev.txt::black::add,black,24.10.0,2025-11-12T08:41:47Z,NONE,,GHSA-3936-cmfr-pm3m;PYSEC-2026-2120;PYSEC-2026-2121,False,same
Njine/LegalEase#12::LegalEase/requirements-dev.txt::isort::add,isort,5.13.2,2025-11-12T08:41:47Z,NONE,,,False,same
